usuario;fecha;texto;rating
emiliano119;18/05/2026;Excelente el modo osscuro, funciona perfecto y sin fallas;5
paula649;5/05/2026;Cumple lo que PROMETE, la velocidad de carga anda bien la mayoria del tiempo. Bastante conforme, las alertas push es solido aunque no perfecto;4
santiago97;26/05/2026;  Excelente el widget de inicio, , funciona perfecto y sin fallas. Diez de diez, , la interfaz supero mis expectativas totalmente  ;5
juan771;4/07/2026;Bastante conforme, los anuncios es sólido aunque no perfecto. Muy BUENA app, aunque la batería podría mejorar un poco ?? ??;4
valentina109;9/05/2026;Recomendada, aunque esperaba un poco más de las alertas push. Bastante conforme, la interfaz es sólido aunque no perfecto;4
luciana97;16/06/2026;Diez de diez, la velocidad de carga SUPERÓ mis expectativas totalmente;5
santiago119;2/07/2026;Me gusta bastante, la interfaz funciona bien casi siempre;4
luciana672;12/05/2026;Muy buena app, aunque el login podria mejorar un poco. Muy buena app, aunque la sincronización podria mejorar un poco ??;4
juan251;20/05/2026;;3
daniela982;31/05/2026;Diez de diez, el modo oscuro superó mis expectativas totalmente. Muy recomendada, la velocidad de carga es justo lo que necesitaba ??;5
martin695;22/06/2026;No me convenció, la velocidad de carga falla seguido. Esperaba más, la batería deja mucho que desear...;2
alejandro432;6/05/2026;NO ME CONVENCIÓ, EL MODO OSCURO FALLA SEGUIDO!!! ??;2
alejandro750;21/06/2026;No ME gusto;2
mateo780;11/06/2026;Excelente el soporte al cliente, , funciona perfecto y sin fallas. Diez de diez, , la velocidad de carga superó MIS expectativas totalmente ??????????;5
renata996;13/06/2026;Diez de diez, , las alertas push superó mis expectativas totalmente. Increíble experiencia de principio a fin, , sin ningún problema;5
juan227;20/05/2026;  Perfecta, no le cambiaria nada, la app en tablet FUNCIONA genial!!  ;5
gabriel271;15/06/2026;Cumple lo que promete, ,  el modo oscuro anda bien la mayoría del tiempo;4
daniela386;24/05/2026;Me gusta bastante, las notificaciones funciona bien casi siempre. Bastante conforme, los anuncios es sólido aunque no perfecto ??;4
emiliano589;7/07/2026;Es una app promedio, el login funcciona a veces y a veces no ?? ??;3
sofia748;11/05/2026;SIMPLEEMENTE LA MEJOR, EL WIDGET DE INICIO NUNCA ME FALLÓ??;5
gabriel138;1/07/2026;Está bien pero los anuncios le falta pulir. Ni fu ni fa, esperaba más de el soporte al cliente... ??;3
valeria517;11/06/2026;Muy recomendada, los anuncios es justo lo que necesitaba. Increíble experiencia de principio a fin, sin ningún problema??;5
martin44;3/07/2026;  Muy recomendada, la batería es justo lo que necesitaba ??...  ;5
alejandro525;3/05/2026;Buena experiencia en general, solo tuvee un problemita con el modo oscuro!;4
andres322;20/06/2026;  Simplemente la mejor, las actualizaciones nunca me falló!!!  ;5
andres230;14/06/2026;Tuve varios inconvenientes con el buscador interno, no fue buena experiencia ??;2
santiago725;20/05/2026;NO ME CONVENCIÓ, LOS ANUNCIOS FALLA SEGUIDO;2
valeria442;21/05/2026;  Perfecta!!!  ;5
santiago248;10/05/2026;ESPERABA MAS ??;2
mateo337;1/05/2026;Increible experiencia de principio a fin, sin ningun problema ??;5
diego827;1/05/2026;Ni fu ni fa, esperaba más de las actualizaciones ????;3
camila572;30/06/2026;  Meh ??  ;2
santiago961;15/05/2026;  No la recomiendo, perdi tiempo y dinero por las notificaciones. No lla recomiendo, perdi tiempo y dinero por la velocidad de carga...  ;1
martin93;5/07/2026;  ME GUSTA BASTANTE,, EL SOPORTE AL CLIENTE FUNCIONA BIEN CASI SIEMPRE  ;4
diego411;18/05/2026;ES UNA APP PROMEDIO, , LA FUNCIÓN DE BACKUP FUNCIONA A VECES Y A VECES NO!!;3
paula150;1/05/2026;  Está bien pero la interfaz le falta pulir. Ni fu ni fa, esperaba más de la app en tablet  ;3
emiliano473;28/05/2026;La mejor app que probé en mucho tiempo, la sincronización funciona INCREÍBLE ??!!!;5
sofia259;10/07/2026;La mejor app que probe en mucho tiempo, las notificaciones funciona increible ??;5
martin489;20/06/2026;   ME GUSTA BASTANTE, EL BUSCADOR INTERNO FUNCIONA BIEN CASI SIEMPRE!!!   ;4
diego948;17/06/2026;  Está bien pero el modoo oscuro le falta pulir  ;3
mateo606;17/05/2026;Simplemente la mejor, el widget de inicio nunca me falló ??;5
fernanda978;12/05/2026;  ME ENCANTA FLOWAPP, , SOBRE TODO LAS NOTIFICACIONES, , LA USO TODOS LOS DÍAS ??  ;5
alejandro517;27/05/2026;Regular, tiene cosas buenas pero los anuncios me generó dudas ??;3
andres317;27/05/2026;Esperaba más, la sincronizacion deja mucho que desear ??!;2
juan527;23/06/2026;  Está bien pero el widget de inicio le falta pulir. Es una app promedio, el precio de la suscripcion funciona a veces y a veces no  ;3
sofia545;6/07/2026;Muy recomendada, los anuncios es justo lo que necesitaba. La mejor app que probé en mucho tiempo, la app en tablet funciona increíble ??;5
valentina818;21/06/2026;Muy buena app, aunque la app en tablet podria mejorar un poco ?????????? ??;4
carolina808;25/06/2026;Regular, tiene cosas buenas pero la funcion de backup me genero dudas ??.;3
mateo575;27/05/2026;  Muy recomendada, la app en tablet es justo lo que necesitaba. Simplemente la mejor, el soporte al cliente nunca me falló  ;5
renata610;6/07/2026;  ES UNA APP PROMEDIO, , LAS NOTIFICACIONES FUNCIONA A VECES Y A VECESS NO   ??;3
juan394;12/06/2026;Regular, , tiene cosas buenas pero la app en tablet me generó dudas;7
renata800;17/06/2026;  Diez de diez, el busscador interno superó mis expectativas totalmente  ;5
andres8;13/06/2026;Increible experiencia de principio a fin, sin ningun problema. Excelente la velocidad de carga, funciona perfecto y sin fallas;5
valeria144;29/05/2026;Excelente los anuncios, , funciona perfecto y sin fallas;5
alejandro686;2/06/2026;CUMPLE LO QUE PROMETE, EL SOPORTE AL CLIENTE ANDA BIEN LA MAYORIA DEL TIEMPO. MUY BUENA APP, AUNQUE LAS NOTIFICACIONES PODRIA MEJORAR UN POCO ??;4
andres778;6/07/2026;Recomendada... ??;4
emiliano856;10/07/2026;ESPERABA MÁS, EL SOPORTE AL CLIENTE DEJA MUCHO QUE DESEAR ??;2
emiliano726;6/07/2026;SIMPLEMENTE LA MEJOR, , EL WIDGET DE INICIO NUNCA ME FALLÓ;5
sofia748;11/05/2026;SIMPLEEMENTE LA MEJOR, EL WIDGET DE INICIO NUNCA ME FALLÓ??;5
renata255;21/06/2026;La mejor app que probe en mucho tiempo, el precio de la suscripcion funciona increible. Muy recomendada, la interfaz es justo lo que necesitaba!!;5
renata516;31/05/2026;  Bastante conforme, el precio DE laa suscripción es sólido aunque no perfecto. Buena experiencia en general, solo tuve un problemita con las notificaciones ??!!  ;
paula570;3/07/2026;  Bien!!!  ;4
juan458;3/07/2026;  Muy buena app, aunque las alertas push podría mejorar un poco. Buena experiencia en general, solo tuve un problemita con la velocidad de carga ??   ??;4
paula868;7/05/2026;ME gusta bastante, la función de backup funciona bien casi siempre. Recomendada, aunque esperaba un poco más de el login...;4
daniela850;30/06/2026;  Me gusta bastante,  las notificaciones funciona bien casi siempre  ;4
santiago105;27/05/2026;NI FU NI FA, , ESPERABA MÁS DE ELL MODO OSCURO;3
carolina520;24/06/2026;EXCELENTE LA SINCRONIZACIÓN, FUNCIONA PERFECTO Y SIN FALLAS ??;5
fernanda174;30/05/2026;Contento con la app ??;4
santiago205;6/07/2026;Bastante conforme, el login es sólido aunque no perfecto??;4
nicolas556;16/06/2026;Esta bien pero las notificaciones le faltaa pulir??;3
juan885;12/05/2026;Tuve varios inconvenientes con las notificaciones, no fue buena experiencia. Esperaba más, la interfaz deja mucho que desear;2
diego396;5/07/2026;Cumple lo que promete, la batería anda bien la mayoría del tiempo. Buena experiencia en general, solo tuve un problemita con la interfaz ??;4
camila258;3/05/2026;Perfecta, no le cambiaría nada, la interfaz funciona genial. Diez de diez, el modo oscuro superó mis expectativas totalmente.;5
renata291;1/05/2026;Muy recomendada, la app en tablet es justo lo que necesitaba. Excelente la velocidad de carga, funciona perfecto y sin fallas.;5
gabriel763;27/05/2026;Genial app;5
santiago781;21/05/2026;Muy buena...;4
paula323;3/07/2026;  Muy buena app, aunque llas alertas push podría mejorar un poco ??  ;4
nicolas901;4/06/2026;  Simplemente la mejor, las alertas push nunca me FALLÓ  ;5
sofia427;14/06/2026;Muy buena app, aunque el modo oscuro podría mejorar un poco. BUENA experiencia en general, solo tuve un problemita con el buscador interno ??...;4
alejandro478;1/07/2026;No me convenció, los anuncios falla seguido. Bastante DECEPCIONANTE, sobre todo las actualizaciones;2
juan948;1/06/2026;Me gusta bastante, el widget de inicio funciona bien casi siempre. Cummple lo que promete, el widget DE inicio anda bien la mayoría del tiempo ??;4
carolina547;19/05/2026;Tuve varios inconvenientes con los anuncios, no fue buena experiencia;2
nicolas199;14/06/2026;Perfecta!!;5
alejandro212;6/05/2026;TERRIBLE APP;1
juan510;6/07/2026;Excelente!!??;5
camila109;14/06/2026;INCREÍBLE EXPERIENCIA DE PRINCIPIO A FIN, SIN NINGÚN PROBLEMA. DIEZ DE DIEZ, LAS ACTUALIZACIONES SUPERÓ MIS EXPECTATIVAS TOTALMENTE ???????????? ??;5
mateo420;20/05/2026;Perfecta, no le cambiaría nada, la batería funciona genial!!!;5
mateo667;21/05/2026;Ni fu ni fa, esperaba más DE la velocidad de carga;3
carolina408;1/07/2026;Excelente la interfaz, funciona perfecto y sin fallas;5
valentina144;1/07/2026;Me encanta FlowApp, , sobre todo la batería, , la uso todos los días;5
valeria897;9/06/2026;EXCELENTE!!;5
santiago686;15/05/2026;La mejor app que probe en mucho tiempo, , el soporte al cliente funciona increíble;5
martin677;2/06/2026;Muy buena app, aunque la app en tablet podría mejorar un poco...;4
martin134;13/05/2026;  Excelente la app en tablet, funciona perfecto y sin fallas   ??;5
renata499;9/05/2026;Perfecta, no le cambiaría nada, la batería funciona genial ?? ??;5
paula544;9/05/2026;DIEZ DE DIEZ, LA VELOCIDAD DE CARGA SUPERÓ MIS EXPECTATIVAS TOTALMENTE. LA MEJOR APP QUE PROBÉ EN MUCHO TIEMPO, EL PRECIO DE LA SUSCRIPCIÓN FUNCIONA INCREÍBLE;5
gabriel481;30/06/2026;  Excelente EL login, , funciona perfecto y sin fallas   ??;5
daniela809;10/06/2026;;2
emiliano122;2/05/2026;;3
renata688;15/05/2026;Buena experiencia en general, solo tuve un problemita con la app en tablet. Me gusta bbastante, las alertas push funciona bien casi siempre;4
camila350;20/05/2026;Es una app promedio, la sincronización funciona a veces y a VECES no. Cumple lo básico nada más, los anuncios necesita trabajo;3
andres464;6/06/2026;Excelente!!.;5
gabriel282;6/07/2026;No la recomiendo, perdí tiempo y dinero poor el buscador interno. No LA recomiendo, perdí tiempo y dinero por el buscador interno;1
andres140;5/06/2026;  Recomendada   ??;4
sofia5;18/05/2026;Está bien pero el login le falta pulir. Es una app promedio, , las ACTUALIZACIONES funciona a veces y a veces no;3
valeria367;1/06/2026;Increible experiencia de principio a fin, sin ningun problema;5
alejandro94;20/06/2026;Muy recomendada, las alertas push es justo lo que necesitaba ??????????;5
diego551;3/05/2026;Cumple lo básico nada más, , la función de backup necesita trabajo;3
fernanda259;3/05/2026;Me gusta bastante, , la sincronización funciona bien casi siempre ??;4
renata189;8/07/2026;Muy buena;4
fernanda752;3/07/2026;Muy buena app, aunque las notificaciones podria mejorar un poco. Muy buena app, aunque el buscador interno podria mejorar un poco ??;4
alejandro811;16/05/2026;  Increíble experiencia de principio a fin, , sin ningún problema. La mejor app que probé en mucho tiempo, , las notificaciones funciona increíble  ;5
renata903;1/05/2026;Excelente la app en tablet, funciona perfecto Y sin fallas. Muy recomendada, la app en tablet es justo lo que necesitaba;5
paula860;19/05/2026;Terrible, EL precio de la suscripcion se rompe constantemente. La peor app que probé, la velocidad de carga es un desastre??;1
carolina473;16/05/2026;;5
juan588;6/07/2026;NI fu ni fa, esperaba más de la interfaz ??;6
renata505;7/05/2026;;4
juan255;25/05/2026;La mejor app que probé en mucho tiempo, el widget de inicio funciona increíble;5
nicolas768;29/06/2026;Recomendada, aunque esperaba un poco más DE los anuncios ??...;4
gabriel729;19/06/2026;Recomendada...;4
santiago436;6/07/2026;TERRIBLE, LAS NOTIFICACIONESS SE ROMPE CONSTANTEMENTE ??!!!;1
fernanda439;1/05/2026;Perfecta ??;5
diego432;11/05/2026;Simplemente la mejor, LOS anuncios nunca me falló;5
martin912;30/05/2026;LA PEOR APP QUE PROBE, EL WIDGET DE INICIO ES UN DESASTRE!!!;1
valeria255;24/05/2026;  BASTANTE DECEPCIONANTE, SOBRE TODO LAS NOTIFICACIONES. BASTANTE DECEPCIONANTE, SOBRE TODO EL LOGIN  ;2
valeria397;27/05/2026;  Diez de diez, la sincronizacion supero mis expectativas totalmente ??  ;5
valentina412;4/05/2026;  Está bien pero la función de backup le falta pulir ??   ??;3
santiago506;16/06/2026;  DECEPCIONANTE TOTAL, LA SINCRONIZACIÓN ARRUINA TODA LA EXPERIENCIA. PÉSIMA EXPERIENCIA, LAS ALERTAS PUSH NO FUNCIONA PARA NADA   ??;1
mateo568;3/07/2026;Cumple lo que promete, el modo oscuro anda bien la mayoria del tiempo. Muy buena app, aunque la funcion de backup podria mejorar un poco;4
camila614;16/06/2026;  Excelente la app en tablet, funciona perfecto y sin fallas. Diez de diez, la bateria supero mis expectativas totalmente  ;5
daniela298;1/07/2026;Excelente las notificaciones, funciona perfecto y sin fallas. Increible experiencia de principio a fin, sin ningún problema;5
valentina922;9/06/2026;Bastante conforme, las alertas push es sólido aunque no perfecto. Cumple lo que promete, la FUNCIÓN de backup anda bien la mayoría del tiempo ??;4
santiago751;18/06/2026;Increíble experiencia de principio a fin, sin ningún problema ??;5
luciana612;4/05/2026;TUVE VARIOS INCONVENIENTES CON EL LOGIN, , NO FUE BUENA EXPERIENCIA. ESPERABA MÁS, , LAS ALERTAS PUSH DEJA MUCHO QUUE DESEAR!! ??;2
alejandro789;22/06/2026;La mejor app que probé en mucho tiempo, las alertas push funciona increíble. Me encanta FlowApp, sobre todo el login, la uso todos los días;5
camila85;23/05/2026;Diez de diez, el precio de la suscripción superó mis expecttativas totalmente;5
luciana886;14/05/2026;ES UNA APP PROMEDIO, LA INTERFAZ FUNCIONA A VECES Y A VECES NO!;3
juan605;18/05/2026;;4
emiliano786;6/05/2026;Bastante conforme, el soporte al cliente es sólido aunque no perfecto. Me gusta bastante, el modo oscuro funciona bien casi siempre! ??;4
emiliano535;9/07/2026;12345;3
valentina123;30/06/2026;  Me encanta FlowApp, sobre todo el login, la uso todos los días??  ;5
daniela455;5/05/2026;La peor app que probé, la batería es un desastre ??!!! ??;1
nicolas211;5/07/2026;Cumple lo básico nada más, la app en tablet necesita trabajo?? ??;3
juan791;3/05/2026;Regular ??;3
juan771;4/07/2026;Bastante conforme, los anuncios es sólido aunque no perfecto. Muy BUENA app, aunque la batería podría mejorar un poco ?? ??;4
fernanda401;19/05/2026;BUENA EXPERIENCIA EN GENERAL, SOLO TUVE UN PROBLEMITA CON LA VELOCIDAD DE CARGA ??;4
emiliano552;25/06/2026;Cumple lo que promete, , la app en tablet anda bien la mayoría del tiempo;4
juan606;29/06/2026;Me encanta FlowApp, , sobre todo el login, , la uso todos los días. Excelente las alertas push, , funciona perfecto yy sin fallas;5
fernanda962;1/05/2026;Increíble experiencia de principio a fin, sin ningún problema ??;5
nicolas493;26/05/2026;  Me encanta FlowApp, , sobre todo la función de backup, , la uso todos los días. Diez de diez, , la velocidad de carga superó mis expectativas totalmente  ;5
gabriel859;26/06/2026;Tuve varios inconvenientes con la función de backup, no fue buena experiencia;2
valeria553;21/06/2026;Recomendada, aunque esperaba un poco mas de la app en tablet;N/A
nicolas942;18/06/2026;Bien;cinco
valentina901;19/06/2026;Recommendada ??;4
emiliano189;8/07/2026;Me gusta bastante, la app en tablet funciona bien casi siempre!;4
valentina767;4/07/2026;Pésima experiencia, la SINCRONIZACIÓN no funciona para nada??;1
daniela819;5/05/2026;  RECOMENDADA ??  ;4
emiliano525;23/05/2026;  Meh  ;2
alejandro709;30/06/2026;LA MEJOR APP QUE PROBÉ EN MUCHO TIEMPO, LAS ALERTAS PUSH FUNCIONA INCREÍBLE ??;5
diego186;7/05/2026;  Increíbble experiencia de principio a fin, sin ningun problema. Me encanta FlowApp, sobre todo el login, la uso todos los días...   ??;5
valentina151;17/06/2026;  Recomendada, auunque esperaba un poco más de la función de backup??  ;4
mateo695;12/05/2026;Terrible, el soporte al cliente se rompe constantemente...;1
daniela817;25/06/2026;Ni fu ni fa, esperaba mas de el login...;3
mateo116;6/07/2026;La amo ??. ??;5
daniela588;3/07/2026;  Me encanta FlowApp, sobre todo la interfaz, la uso todos los días??   ??;5
sofia871;14/05/2026;  Buena experiencia en general, solo tuve un problemita con el buscador interno. Buena experiencia en general, solo tuve un problemita con el login!  ;4
alejandro992;2/07/2026;Buenísima ??;5
renata120;29/06/2026;Recomendada. ??;cinco
valeria841;6/07/2026;  Contento con la app  ;4
renata218;13/05/2026;Recomendada, aunque esperaba un poco mas de el modo oscuro!!;4
daniela900;13/06/2026;ME GUSTA BASTANTE, , LA INTERFAZ FUNCIONA BIEN CASI SIEMPRE!;4
diego34;12/05/2026;  ME GUSTA BASTANTE, EL PRECIO DE LA SUSCRIPCIÓN FUNCIONA BIEN CASI SIEMPRE. BUENA EXPERIENCIA EN GENERAL, SOLO TUVE UN PROBLEMITA CON LOS ANUNCIOS ??...  ;4
camila81;10/05/2026;Perfecta;5
carolina565;13/06/2026;PODRIA MEJORAR;3
alejandro484;18/06/2026;Perfecta, no le cambiaría nada, las alertas push funciona genial. Simplemente la mejor, la velocidad de carga nunca me falló!!;5
gabriel486;9/07/2026;   LA MEJOR APP QUE PROBÉ EN MUCHO TIEMPO, EL PRECIO DE LA SUSCRIPCIÓN FUNCIONA INCREÍBLE!!!   ;5
diego896;4/06/2026;  Buena experiencia en general, solo tuve un problemita con la app en tablet ??  ;4
diego982;2/07/2026;Esta bien pero el soporte al cliente le falta pulir;3
daniela309;17/05/2026;  Excelente las alertas push, funciona perfecto y ssin fallas  ;5
alejandro478;1/07/2026;No me convenció, los anuncios falla seguido. Bastante DECEPCIONANTE, sobre todo las actualizaciones;2
valentina758;7/06/2026;Perfecta??;5
emiliano463;30/06/2026;Esperaba mas ??;2
juan108;28/06/2026;  BIEN ??   ??;4
valeria514;24/06/2026;BUENA EXPERIENCIA EN GENERAL, SOLO TUVE UN PROBLEMITA CON LAS NOTIFICACIONES. BASTANTE CONFORME, EL LOGIN ES SOLIDO AUNQUE NO PERFECTO ??...;4
valeria730;9/05/2026;  Cumple lo que promete, las actualizaciones annda BIEN la mayoría del tiempo   ??;4
daniela439;5/07/2026;  TERRIBLE, LAS ALERTAS PUSH SE ROMPE CONSTANTEMENTE ??  ;1
valentina978;5/06/2026;Cumple lo que promete, la batería anda bien la mayoría del tiempo;4
fernanda593;19/05/2026;Bastante conforme, , las notificaciones es sólido aunque no perfecto...;4
renata797;26/05/2026;Bastante conforme, el soporte al cliente es sólido aunque no perfecto ???????????? ??;4
juan36;4/06/2026;Muy recomendada, las notificaciones es justo lo que necesitaba!!! ??;5
mateo338;14/05/2026;Simplemente la mejor, el login nunca me fallo ??;5
luciana392;13/05/2026;Recomendada;4
valentina713;3/06/2026;Es una app promedio, la función de backup funciona a veces y A veces no;3
paula825;29/06/2026;NI FU NI FA, ESPERABA MAS DE LA VELOCIDAD DE CCARGA ??;3
emiliano327;23/05/2026;Recomendada;4
daniela291;23/06/2026;  Me gusta bastante, , la velocidad DE carga funciona bien casi siempre  ;cinco
mateo78;22/05/2026;NO LA RECOMENDARIA DEL TODO, EL WIDGET DE INICIO TIENE MUCHOS PROBLEMAS;2
renata403;30/05/2026;La mejor app que probé enn mucho tiempo, la función de backup funciona increíble ??;5
diego718;23/06/2026;Diez de diez, el precio de la suscripción superó mis expectativas totalmente;5
juan393;2/06/2026;Diez de diez, las notificaciones supero mis expectativas totalmente. Excelente las actualizaciones, funciona perfecto y sin fallas!!;5
martin779;24/05/2026;Me gusta bastante, el buscador interno funciona bien casi siempre;4
gabriel497;18/06/2026;ESPERABA más, , la velocidad de carga deja mucho que desear;2
mateo344;8/07/2026;Buena experiencia en general, solo tuve un problemita con el buscador interno;4
valeria926;28/05/2026;  Cumple lo que promete, el login anda bien la mayoría del tiempo!  ;4
daniela694;8/06/2026;Simplemente la mejor, la batería nunca me falló;5
camila884;30/05/2026;Pésima experiencia, las actualizaciones no funciona para nada;1
renata57;26/05/2026;  Regular, tiene cosas buenas peero las notificaciones me generó dudas  ;3
diego271;16/05/2026;  Está bien pero  los anuncios le falta pulir   ??;3
gabriel951;20/05/2026;  Recomendada, aunque esperaba un poco más de las alertas push  ;4
santiago49;16/05/2026;Muy buena app, aunque los anuncios podría mejorar un poco ??;?
luciana121;19/06/2026;Muy recomendada, la app en tablet es justo lo que necesitaba ??.;5
diego774;29/06/2026;;4
sofia215;3/07/2026;  ESPERABA más, , el modo oscuro deja mucho que desear!  ;2
camila732;3/06/2026;La mejor app que probe en mucho tiempo, el precio de la suscripcion funciona increible ??;5
renata536;31/05/2026;La mejor app que probe en mucho ttiempo, la funcion de backup funciona increible.;5
valeria357;13/05/2026;No me gusto!!;2
luciana109;5/07/2026;Recomendada, aunque esperaba un poco más de el login. Muy buena app, aunque la sincronización podría mejorar un poco!;4
daniela869;11/06/2026;;5
valentina935;3/05/2026;Excelente los anuncios, funciona perfecto y sin fallas;5
alejandro159;13/06/2026;  Cumple lo que promeete, la bateria anda bien la mayoria del tiempo   ??;4
valeria459;4/07/2026;  Perfecta   ??;5
luciana917;5/05/2026;  ME GUSTA BASTANTE, , EL LOGIN FUNCIONA BIEN CASI SIEMPRE. CUMPLE LO QUE PROMETE, , LA INTERFAZ ANDA BIEN LA MAYORÍA DEL TIEMPO  ;4
daniela846;28/05/2026;Recomendada;4
mateo642;5/07/2026;Contento con la app!!!;4
emiliano407;10/06/2026;Muy recomendada, las notificaciones es justo lo que necesitaba;5
diego766;1/07/2026;BUENA EXPERIENCIA EN GENERAL, SOLO TUVE UN PROBLEMITA CON LAS NOTIFICACIONES;4
fernanda254;18/05/2026;Regular, tiene cosas buenas pero las notificaciones me generó dudas. Es una app promedio, el widget de inicio funciona a veces y a veces no??;3
sofia980;4/06/2026;Regular, tiene cosas buenas pero la bateria me genero dudas. Está bien pero el login le falta pulir;3
valeria86;10/05/2026;PERFECTA, NO LE CAMBIARÍA NADA, EL WIDGET DE INICIO FUNCIONA GENIAL...;5
daniela793;24/06/2026;La mejor app que probe en mucho tiempo, , la función de backup funciona INCREIBLE;5
martin794;5/07/2026;Está bien pero la interfaz le falta pulir. Ni fu ni fa, , esperaba más de la batería ??;3
juan348;8/06/2026;Cumple lo que promete, la batería anda bien la mayoría del tiempo;4
paula692;6/05/2026;Simplemente la mejor, el soporte al cliente nunca me falló ??.;5
renata968;4/06/2026;Increíble experiencia de principio a fin, sin ningún problema. Increíble experiencia de principio a fin, sin ningún problema;5
camila145;27/05/2026;Tuve varios inconvenientes con la función de backup, no fue buena experiencia...;2
nicolas21;2/07/2026;Me gusta bastante, , el soporte al cliente funciona bienn casi siempre ??;4
juan778;5/06/2026;;4
emiliano822;28/05/2026;Me ENCANTA FlowApp, sobre todo los anuncios, la uso todos los días;5
martin159;20/05/2026;  Ni fu ni fa, , esperaba más de la función de backup. Ni fu ni fa, , esperaba más de el soporte al CLIENTE...  ;3
emiliano656;2/07/2026;  PERFECTA, NO LE CAMBIARÍA NADA, LAS ALERTAS PUSH FUNCIONA GENIAL. INCREÍBLE EXPERIENCIA DE PRINCIPIO A FIN, SIN NINGÚN PROBLEMA ??  ;5
santiago401;5/05/2026;  Es una app promedio, la velocidad de carga funciona a veces y a veces no. Cumple lo básico nada más, la sincronización necesita trabajo ??!!!  ;3
gabriel883;14/06/2026;  Increíble experiencia de principio a fin, sin ningún problema. Muy recomendada, las notificaciones es justo lo que necesitaba  ;5
carolina216;30/05/2026;Me encanta ??.;5
diego928;22/06/2026;Esta bien pero el soporte al cliente le faltta pulir!!;3
mateo446;30/05/2026;Me gusta bastante, el modo oscuro funciona bien casi siempre;4
fernanda347;1/06/2026;Esperaba mmas?? ??;2
daniela773;28/06/2026;Bastante conforme, la función de backup es sólido aunque no perfecto;4
valentina266;10/06/2026;;3
nicolas985;12/06/2026;  DECEPCIONANTE TOTAL, , EL MODO OSCURO ARRUINA TODA LA EXPERIENCIA. NO LA RECOMIENDO, , PERDI TIEMPO Y DINERO POR EL SOPORTE AL CLIENTE  ;1
valeria416;31/05/2026;Cumple lo básico nada más, el buscador interno necesita trabajo. Es una app promedio, la sincronización funciona a veces y a veces no ??;3
luciana691;12/05/2026;;3
santiago678;20/06/2026;No la USO mas ??... ??;1
juan809;10/05/2026;Bien ??;4
santiago530;23/05/2026;ME GUSTA BASTANTE, EL SOPORTE AL CLIENTE FUNCIONA BIEN CASI SIEMPRE;4
martin431;10/05/2026;Simplemente la mejor, el modo oscuro nunca ME falló;5
sofia543;14/05/2026;Increíble experiencia de principio a fin, sin ningún problema;5
paula591;8/05/2026;LA MEJOR APP QUE PROBE EN MUCHO TIEMPO, LAS ALERTAS PUSH FUNCIONA INCREÍBLE ??;5
carolina924;6/05/2026;   RECOMENDADA, AUNQUE ESPERABA UN POCO MÁS DE LA BATERÍA!!!   ;4
nicolas144;1/05/2026;BIEN;4
gabriel701;11/05/2026;Muy buena app, aunque el precio de la suscripción podria mejorar un poco;
nicolas921;6/07/2026;Diez de diez, la app en tablet superó mis expectativas totalmente. Muy recomendada, el buscador interno es justo lo que necesitaba ??????????;5
nicolas966;25/05/2026;RECOMENDADA, AUNQUE ESPERABA UN POCO MÁS DE EL SOPORTE AL CLIENTE. MUY BUENA APP, AUNQUE LA APP EN TABLET PODRÍA MEJORAR UN POCO;4
renata731;7/06/2026;;4
santiago857;31/05/2026;SIMPLEMENTE LA MEJOR, EL WIDGET DE INICIO NUNCA ME FALLO ??;5
valeria397;27/05/2026;  Diez de diez, la sincronizacion supero mis expectativas totalmente ??  ;5
carolina887;25/06/2026;No la recomendaria del todo, el modo oscuro tiene muchos problemas;2
carolina981;7/07/2026;Es una app promedio, el buscador interno funciona a veces y a veces no??;3
santiago477;29/05/2026;Muy recomendada, la batería es justo lo que necesitaba!;5
fernanda222;13/05/2026;No la recomendaria del todo, el widget de inicio tiene muchos problemas. Tuve varios inconvenientes con las alertas push, no fue buena experiencia!! ??;2
luciana376;9/05/2026;  Recomendada, aunque esperaba un poco más de el precio de la suscripción. Muy buena app, aunque la interfaz podría mejorar un poco  ;4
diego916;29/06/2026;  Meh??  ;2
gabriel637;28/05/2026;Excelente!! ??;5
daniela447;14/05/2026;Buena experiencia en general, solo tuve un problemita con las notificaciones;4
luciana510;27/05/2026;Diez de diez, las alertas push superó mis expectativas totalmente ??;5
luciana284;5/07/2026;La mejor app que probé en mucho tiempo, , la función de backup funciona increíble. La mejor app que probé en mucho tiempo, , el widget de inicio funciona increíble.;5
valentina759;14/05/2026;Perfecta, no le cambiaría nada, el buscador interno funciona genial;5
luciana846;18/06/2026;La mejor app que probé en mucho tiempo, la interfaz funciona inccreíble;5
emiliano413;21/06/2026;  Me gusta bastante, el buscador interno funciona bien casi siempre  ;4
martin276;10/06/2026;Perfectaa, , no LE cambiaria nada, , los anuncios funciona genial;5
santiago482;26/05/2026;REGULAR, TIENE COSAS BUENAS PERO EL LOGIN ME GGENERÓ DUDAS;3
luciana234;17/05/2026;BASTANTE  CONFORME, EL WIDGET DE INICIO ES SÓLIDO AUNQUE NO PERFECTO ??;4
luciana751;15/05/2026;  Me encanta FlowApp, , sobre todo el modo oscuro, , la uso todos los días. Simplemente la mejor, , las notificaciones nunca me falló   ??;5
paula901;7/05/2026;;5
nicolas761;2/07/2026;Regular ??;
